product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Froslass,£76.00,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,"['froslass', 'Snow Cloak', 'Snow Land']",67 in stock,1920,"Categories: Pokemon, Snow Land"
Rotom,£159.00,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,"['Levitate', 'Plasma', 'rotom']",208 in stock,3751,"Categories: Plasma, Pokemon"
Uxie,£168.00,It is said that its emergence gave humans the intelligence to improve their quality of life.,"['Knowledge', 'Levitate', 'uxie']",138 in stock,9949,"Categories: Knowledge, Pokemon"
Mesprit,£60.00,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,"['Emotion', 'Levitate', 'mesprit']",152 in stock,3231,"Categories: Emotion, Pokemon"
Azelf,£123.00,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.","['azelf', 'Levitate', 'Willpower']",233 in stock,2350,"Categories: Pokemon, Willpower"
Dialga,£48.00,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,"['dialga', 'Pressure', 'Temporal']",104 in stock,5942,"Categories: Pokemon, Temporal"
Palkia,£95.00,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,"['palkia', 'Pressure', 'Spatial']",54 in stock,7745,"Categories: Pokemon, Spatial"
Heatran,£123.00,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.","['Flash Fire', 'heatran', 'Lava Dome']",120 in stock,3485,"Categories: Lava Dome, Pokemon"
Regigigas,£25.00,There is an enduring legend that states this Pokémon towed continents with ropes.,"['Colossal', 'regigigas', 'Slow Start']",226 in stock,7091,"Categories: Colossal, Pokemon"
Cresselia,£148.00,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,"['cresselia', 'Levitate', 'Lunar']",16 in stock,9194,"Categories: Lunar, Pokemon"
Phione,£162.00,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","['Hydration', 'phione', 'Sea Drifter']",245 in stock,9776,"Categories: Pokemon, Sea Drifter"
Manaphy,£76.00,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,"['Hydration', 'manaphy', 'Seafaring']",186 in stock,6259,"Categories: Pokemon, Seafaring"
Darkrai,£182.00,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"['Bad Dreams', 'darkrai', 'Pitch-Black']",223 in stock,9841,"Categories: Pitch-Black, Pokemon"
Arceus,£133.00,It is told in mythology that this Pokémon was born before the universe even existed.,"['Alpha', 'arceus', 'Multitype']",72 in stock,1626,"Categories: Alpha, Pokemon"
Victini,£87.00,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.","['victini', 'Victory', 'Victory Star']",174 in stock,1260,"Categories: Pokemon, Victory"
Snivy,£123.00,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.","['Grass Snake', 'Overgrow', 'snivy']",47 in stock,6745,"Categories: Grass Snake, Pokemon"
Servine,£60.00,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.","['Grass Snake', 'Overgrow', 'servine']",82 in stock,3149,"Categories: Grass Snake, Pokemon"
Serperior,£130.00,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,"['Overgrow', 'Regal', 'serperior']",164 in stock,8781,"Categories: Pokemon, Regal"
Tepig,£128.00,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.","['Blaze', 'Fire Pig', 'tepig']",66 in stock,3764,"Categories: Fire Pig, Pokemon"
Pignite,£48.00,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","['Blaze', 'Fire Pig', 'pignite']",151 in stock,5631,"Categories: Fire Pig, Pokemon"
Emboar,£25.00,It has mastered fast and powerful fighting moves. It grows a beard of fire.,"['Blaze', 'emboar', 'Mega Fire Pig']",258 in stock,1657,"Categories: Mega Fire Pig, Pokemon"
Oshawott,£84.00,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","['oshawott', 'Sea Otter', 'Torrent']",157 in stock,5544,"Categories: Pokemon, Sea Otter"
Dewott,£55.00,"As a result of strict training, each Dewott learns different forms for using the scalchops.","['dewott', 'Discipline', 'Torrent']",141 in stock,9988,"Categories: Discipline, Pokemon"
Samurott,£182.00,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"['Formidable', 'samurott', 'Torrent']",279 in stock,7758,"Categories: Formidable, Pokemon"
Patrat,£133.00,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.","['Keen Eye', 'patrat', 'Scout']",294 in stock,2903,"Categories: Pokemon, Scout"
Watchog,£156.00,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","['Keen Eye', 'Lookout', 'watchog']",294 in stock,1555,"Categories: Lookout, Pokemon"
Lillipup,£148.00,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.","['lillipup', 'Pickup', 'Puppy']",29 in stock,9237,"Categories: Pokemon, Puppy"
Herdier,£148.00,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","['herdier', 'Intimidate', 'Loyal Dog']",227 in stock,9141,"Categories: Loyal Dog, Pokemon"
Stoutland,£123.00,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,"['Big-Hearted', 'Intimidate', 'stoutland']",80 in stock,6800,"Categories: Big-Hearted, Pokemon"
Purrloin,£130.00,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","['Devious', 'Limber', 'purrloin']",270 in stock,5704,"Categories: Devious, Pokemon"
Liepard,£84.00,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.","['Cruel', 'liepard', 'Limber']",32 in stock,5653,"Categories: Cruel, Pokemon"
Pansage,£25.00,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,"['Gluttony', 'Grass Monkey', 'pansage']",195 in stock,6206,"Categories: Grass Monkey, Pokemon"
Simisage,£156.00,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","['Gluttony', 'simisage', 'Thorn Monkey']",286 in stock,5701,"Categories: Pokemon, Thorn Monkey"
Pansear,£87.00,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,"['Gluttony', 'High Temp', 'pansear']",247 in stock,1740,"Categories: High Temp, Pokemon"
Simisear,£73.00,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","['Ember', 'Gluttony', 'simisear']",140 in stock,5199,"Categories: Ember, Pokemon"
Panpour,£128.00,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"['Gluttony', 'panpour', 'Spray']",271 in stock,4106,"Categories: Pokemon, Spray"
Simipour,£165.00,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","['Geyser', 'Gluttony', 'simipour']",101 in stock,9367,"Categories: Geyser, Pokemon"
Munna,£148.00,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.","['Dream Eater', 'munna', 'Synchronize']",278 in stock,1674,"Categories: Dream Eater, Pokemon"
Musharna,£162.00,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,"['Drowsing', 'musharna', 'Synchronize']",98 in stock,1769,"Categories: Drowsing, Pokemon"
Pidove,£48.00,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,"['pidove', 'Super Luck', 'Tiny Pigeon']",290 in stock,5830,"Categories: Pokemon, Tiny Pigeon"
Tranquill,£76.00,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","['Super Luck', 'tranquill', 'Wild Pigeon']",295 in stock,2552,"Categories: Pokemon, Wild Pigeon"
Unfezant,£48.00,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,"['Proud', 'Super Luck', 'unfezant']",51 in stock,1545,"Categories: Pokemon, Proud"
Zebstrika,£95.00,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","['Lightning Rod', 'Thunderbolt', 'zebstrika']",137 in stock,7777,"Categories: Pokemon, Thunderbolt"
Roggenrola,£48.00,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,"['Mantle', 'roggenrola', 'Sturdy']",96 in stock,7561,"Categories: Mantle, Pokemon"
Boldore,£55.00,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.","['boldore', 'Ore', 'Sturdy']",278 in stock,1970,"Categories: Ore, Pokemon"
Gigalith,£84.00,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,"['Compressed', 'gigalith', 'Sturdy']",18 in stock,7277,"Categories: Compressed, Pokemon"
Woobat,£148.00,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,"['Bat', 'Unaware', 'woobat']",289 in stock,5333,"Categories: Bat, Pokemon"
Swoobat,£128.00,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,"['Courting', 'swoobat', 'Unaware']",109 in stock,6207,"Categories: Courting, Pokemon"
Drilbur,£159.00,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.","['drilbur', 'Mole', 'Sand Rush']",171 in stock,4925,"Categories: Mole, Pokemon"
Excadrill,£87.00,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.","['excadrill', 'Sand Rush', 'Subterrene']",49 in stock,7949,"Categories: Pokemon, Subterrene"
Audino,£130.00,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","['audino', 'Healer', 'Hearing']",109 in stock,5659,"Categories: Hearing, Pokemon"
Timburr,£48.00,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.","['Guts', 'Muscular', 'timburr']",150 in stock,2178,"Categories: Muscular, Pokemon"
Gurdurr,£87.00,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"['gurdurr', 'Guts', 'Muscular']",105 in stock,8012,"Categories: Muscular, Pokemon"
Conkeldurr,£25.00,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.","['conkeldurr', 'Guts', 'Muscular']",251 in stock,3386,"Categories: Muscular, Pokemon"
Palpitoad,£148.00,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.","['Hydration', 'palpitoad', 'Vibration']",36 in stock,8017,"Categories: Pokemon, Vibration"
Seismitoad,£60.00,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"['seismitoad', 'Swift Swim', 'Vibration']",252 in stock,4146,"Categories: Pokemon, Vibration"
Throh,£130.00,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.","['Guts', 'Judo', 'throh']",195 in stock,3948,"Categories: Judo, Pokemon"
Sawk,£25.00,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,"['Inner Focus', 'Karate', 'sawk']",95 in stock,6499,"Categories: Karate, Pokemon"
Sewaddle,£105.00,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","['sewaddle', 'Sewing', 'Swarm']",137 in stock,4022,"Categories: Pokemon, Sewing"
Swadloon,£148.00,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","['Chlorophyll', 'Leaf-Wrapped', 'swadloon']",176 in stock,9505,"Categories: Leaf-Wrapped, Pokemon"
Leavanny,£25.00,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"['leavanny', 'Nurturing', 'Swarm']",203 in stock,5048,"Categories: Nurturing, Pokemon"
Venipede,£148.00,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","['Centipede', 'Swarm', 'venipede']",243 in stock,4582,"Categories: Centipede, Pokemon"
Whirlipede,£148.00,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.","['Curlipede', 'Swarm', 'whirlipede']",170 in stock,6342,"Categories: Curlipede, Pokemon"
Scolipede,£123.00,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","['Megapede', 'scolipede', 'Swarm']",28 in stock,7491,"Categories: Megapede, Pokemon"
Cottonee,£162.00,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.","['Cotton Puff', 'cottonee', 'Prankster']",139 in stock,3946,"Categories: Cotton Puff, Pokemon"
Whimsicott,£162.00,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.","['Prankster', 'whimsicott', 'Windveiled']",30 in stock,6481,"Categories: Pokemon, Windveiled"
Petilil,£165.00,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.","['Bulb', 'Chlorophyll', 'petilil']",109 in stock,3773,"Categories: Bulb, Pokemon"
